income_district,district_code,year,state,median_household_income,income_moe,staar_district,tea_district_id,administration,tests_taken,approaches_count,approaches_pct,is_sa_area
Weslaco ISD,44960,2020-2024,Texas,57881.0,3444.0,WESLACO ISD,108913,Spring 2026,20449.0,15144.0,74.05741112034818,False
West Hardin County CISD,45000,2020-2024,Texas,44167.0,37963.0,WEST HARDIN COUNTY CISD,100908,Spring 2026,688.0,499.0,72.52906976744185,False
West ISD,45040,2020-2024,Texas,86437.0,11967.0,WEST ISD,161916,Spring 2026,1711.0,1466.0,85.68088836937463,False
West Orange-Cove CISD,45090,2020-2024,Texas,51471.0,10822.0,WEST ORANGE-COVE CISD,181906,Spring 2026,2977.0,1826.0,61.336916358750415,False
West Oso ISD,45120,2020-2024,Texas,36735.0,12339.0,WEST OSO ISD,178915,Spring 2026,2246.0,1412.0,62.8673196794301,False
West Rusk County CISD,45150,2020-2024,Texas,55094.0,8309.0,WEST RUSK COUNTY CONSOLIDATED ISD,201914,Spring 2026,1338.0,958.0,71.59940209267563,False
West Sabine ISD,45180,2020-2024,Texas,68922.0,16363.0,WEST SABINE ISD,202905,Spring 2026,805.0,555.0,68.94409937888199,False
Westbrook ISD,45210,2020-2024,Texas,53750.0,6196.0,WESTBROOK ISD,168903,Spring 2026,287.0,236.0,82.22996515679442,False
Westhoff ISD,45240,2020-2024,Texas,87813.0,11788.0,WESTHOFF ISD,062905,Spring 2026,144.0,116.0,80.55555555555556,False
Westphalia ISD,45330,2020-2024,Texas,93750.0,23332.0,WESTPHALIA ISD,073904,Spring 2026,188.0,178.0,94.6808510638298,False
Westwood ISD,43290,2020-2024,Texas,52647.0,11427.0,WESTWOOD ISD,001908,Spring 2026,1737.0,1002.0,57.68566493955095,False
Wharton ISD,45380,2020-2024,Texas,58232.0,6326.0,WHARTON ISD,241904,Spring 2026,2096.0,1156.0,55.152671755725194,False
Wheeler ISD,45420,2020-2024,Texas,70091.0,9033.0,WHEELER ISD,242903,Spring 2026,476.0,403.0,84.66386554621849,False
White Deer ISD,45450,2020-2024,Texas,83667.0,10705.0,WHITE DEER ISD,033904,Spring 2026,404.0,333.0,82.42574257425743,False
White Oak ISD,45480,2020-2024,Texas,100146.0,21840.0,WHITE OAK ISD,092908,Spring 2026,1899.0,1609.0,84.7288046340179,False
White Settlement ISD,45540,2020-2024,Texas,75263.0,4798.0,WHITE SETTLEMENT ISD,220920,Spring 2026,9448.0,6398.0,67.71803556308214,False
Whiteface CISD,45570,2020-2024,Texas,69417.0,14330.0,WHITEFACE CISD,040902,Spring 2026,359.0,296.0,82.45125348189416,False
Whitehouse ISD,45600,2020-2024,Texas,89480.0,6864.0,WHITEHOUSE ISD,212906,Spring 2026,6564.0,5637.0,85.87751371115174,False
Whitesboro ISD,45630,2020-2024,Texas,81496.0,9392.0,WHITESBORO ISD,091909,Spring 2026,2393.0,1850.0,77.30881738403677,False
Whitewright ISD,45670,2020-2024,Texas,68385.0,14151.0,WHITEWRIGHT ISD,091910,Spring 2026,1030.0,851.0,82.62135922330097,False
Whitharral ISD,45690,2020-2024,Texas,85250.0,14515.0,WHITHARRAL ISD,110908,Spring 2026,271.0,257.0,94.8339483394834,False
Whitney ISD,45720,2020-2024,Texas,54045.0,5196.0,WHITNEY ISD,109911,Spring 2026,1859.0,1281.0,68.90801506186122,False
Wichita Falls ISD,45780,2020-2024,Texas,58684.0,2996.0,WICHITA FALLS ISD,243905,Spring 2026,15844.0,10843.0,68.43600100984601,False
Wildorado ISD,45840,2020-2024,Texas,115208.0,56455.0,WILDORADO ISD,180904,Spring 2026,230.0,192.0,83.47826086956522,False
Willis ISD,45900,2020-2024,Texas,85618.0,6260.0,WILLIS ISD,170904,Spring 2026,12969.0,9225.0,71.13115891741846,False
Wills Point ISD,45950,2020-2024,Texas,76975.0,7051.0,WILLS POINT ISD,234907,Spring 2026,3769.0,2486.0,65.95914035553197,False
Wilson ISD,45990,2020-2024,Texas,55000.0,17724.0,WILSON ISD,153907,Spring 2026,157.0,97.0,61.78343949044586,False
Wimberley ISD,9,2020-2024,Texas,82389.0,14995.0,WIMBERLEY ISD,105905,Spring 2026,3590.0,3017.0,84.03899721448468,False
Windthorst ISD,46080,2020-2024,Texas,90592.0,16525.0,WINDTHORST ISD,005904,Spring 2026,685.0,646.0,94.30656934306568,False
Wink-Loving ISD,46170,2020-2024,Texas,101250.0,21010.0,WINK-LOVING ISD,248902,Spring 2026,543.0,431.0,79.37384898710866,False
Winnsboro ISD,46200,2020-2024,Texas,60662.0,12105.0,WINNSBORO ISD,250907,Spring 2026,1882.0,1407.0,74.76089266737513,False
Winona ISD,46230,2020-2024,Texas,74153.0,18773.0,WINONA ISD,212910,Spring 2026,1537.0,1021.0,66.42810670136629,False
Winters ISD,46260,2020-2024,Texas,51406.0,8780.0,WINTERS ISD,200904,Spring 2026,590.0,428.0,72.54237288135593,False
Woden ISD,46320,2020-2024,Texas,45781.0,12964.0,WODEN ISD,174906,Spring 2026,1104.0,904.0,81.88405797101449,False
Wolfe City ISD,46350,2020-2024,Texas,63173.0,10653.0,WOLFE CITY ISD,116909,Spring 2026,950.0,745.0,78.42105263157895,False
Woodsboro ISD,46380,2020-2024,Texas,63750.0,10847.0,WOODSBORO ISD,196902,Spring 2026,564.0,354.0,62.76595744680851,False
Woodson ISD,46410,2020-2024,Texas,81964.0,32055.0,WOODSON ISD,224902,Spring 2026,196.0,146.0,74.48979591836735,False
Woodville ISD,46440,2020-2024,Texas,51123.0,10704.0,WOODVILLE ISD,229903,Spring 2026,1529.0,1008.0,65.92544146500981,False
Wortham ISD,46470,2020-2024,Texas,59911.0,17266.0,WORTHAM ISD,081905,Spring 2026,703.0,489.0,69.55903271692745,False
Wylie ISD (Taylor County),46500,2020-2024,Texas,114484.0,7885.0,WYLIE ISD,221912,Spring 2026,7653.0,6692.0,87.44283287599634,False
Wylie ISD (Collin County),46530,2020-2024,Texas,132443.0,6682.0,WYLIE ISD,043914,Spring 2026,26846.0,23908.0,89.05609774268048,False
Yantis ISD,46590,2020-2024,Texas,54438.0,13926.0,YANTIS ISD,250905,Spring 2026,395.0,261.0,66.07594936708861,False
Yoakum ISD,46620,2020-2024,Texas,53128.0,9736.0,YOAKUM ISD,062903,Spring 2026,1659.0,1260.0,75.9493670886076,False
Yorktown ISD,46650,2020-2024,Texas,61480.0,15495.0,YORKTOWN ISD,062904,Spring 2026,743.0,569.0,76.58142664872139,False
Ysleta ISD,46680,2020-2024,Texas,50480.0,2079.0,YSLETA ISD,071905,Spring 2026,43546.0,34974.0,80.31506912230745,False
Zapata County ISD,46710,2020-2024,Texas,39239.0,4265.0,ZAPATA COUNTY ISD,253901,Spring 2026,3206.0,2060.0,64.25452276980661,False
Zavalla ISD,46740,2020-2024,Texas,44798.0,13434.0,ZAVALLA ISD,003906,Spring 2026,368.0,281.0,76.3586956521739,False
Zephyr ISD,46770,2020-2024,Texas,62917.0,24792.0,ZEPHYR ISD,025906,Spring 2026,289.0,207.0,71.62629757785467,False
