income_district,district_code,year,state,median_household_income,income_moe,staar_district,tea_district_id,administration,tests_taken,approaches_count,approaches_pct,predicted_approaches_pct,residual,test_group,performance_category
Humble ISD,23910,2020-2024,Texas,106433.0,4036.0,HUMBLE ISD,101913,Spring 2026,44437.0,32860.0,73.94738618718635,76.55420753807573,-2.6068213508893763,Elementary/middle,About expected
Columbia-Brazoria ISD,14670,2020-2024,Texas,74550.0,7909.0,COLUMBIA-BRAZORIA ISD,020907,Spring 2026,2842.0,1923.0,67.66361717100634,70.29633167628373,-2.6327145052773915,Elementary/middle,About expected
Crystal City ISD,15930,2020-2024,Texas,37417.0,9081.0,CRYSTAL CITY ISD,254901,Spring 2026,1390.0,838.0,60.28776978417266,63.00800547185119,-2.7202356876785316,Elementary/middle,About expected
Monahans-Wickett-Pyote ISD,31170,2020-2024,Texas,66026.0,19741.0,MONAHANS-WICKETT-PYOTE ISD,238902,Spring 2026,1958.0,1290.0,65.8835546475996,68.62327287234699,-2.739718224747392,Elementary/middle,About expected
Smithville ISD,40550,2020-2024,Texas,72758.0,8078.0,SMITHVILLE ISD,011904,Spring 2026,1809.0,1215.0,67.16417910447761,69.94460462599575,-2.78042552151814,Elementary/middle,About expected
Woodville ISD,46440,2020-2024,Texas,51123.0,10704.0,WOODVILLE ISD,229903,Spring 2026,1057.0,664.0,62.819299905392626,65.69816783303807,-2.8788679276454445,Elementary/middle,About expected
McKinney ISD,29850,2020-2024,Texas,118747.0,5821.0,MCKINNEY ISD,043907,Spring 2026,22138.0,16831.0,76.02764477369229,78.97115335127106,-2.9435085775787684,Elementary/middle,About expected
Medina Valley ISD,30060,2020-2024,Texas,99115.0,6604.0,MEDINA VALLEY ISD,163908,Spring 2026,10552.0,7606.0,72.08112206216832,75.1178578985627,-3.036735836394385,Elementary/middle,About expected
Grape Creek ISD,21600,2020-2024,Texas,72147.0,23594.0,GRAPE CREEK ISD,226907,Spring 2026,1201.0,802.0,66.77768526228142,69.82467983373797,-3.046994571456551,Elementary/middle,About expected
Graham ISD,21360,2020-2024,Texas,75442.0,8910.0,GRAHAM ISD,252901,Spring 2026,1963.0,1323.0,67.396841569027,70.47141009640474,-3.0745685273777354,Elementary/middle,About expected
Hereford ISD,23010,2020-2024,Texas,60504.0,6568.0,HEREFORD ISD,059901,Spring 2026,3380.0,2177.0,64.40828402366864,67.53943538814488,-3.1311513644762385,Elementary/middle,About expected
Channelview ISD,13590,2020-2024,Texas,64681.0,7334.0,CHANNELVIEW ISD,101905,Spring 2026,8516.0,5551.0,65.18318459370597,68.35928130837527,-3.176096714669299,Elementary/middle,About expected
Silsbee ISD,40230,2020-2024,Texas,62311.0,7240.0,SILSBEE ISD,100904,Spring 2026,2222.0,1434.0,64.53645364536453,67.89410658226898,-3.3576529369044437,Elementary/middle,About expected
San Angelo ISD,38700,2020-2024,Texas,66218.0,2710.0,SAN ANGELO ISD,226903,Spring 2026,11707.0,7645.0,65.3028102844452,68.66095791344927,-3.3581476290040655,Elementary/middle,About expected
Waxahachie ISD,44730,2020-2024,Texas,89058.0,6296.0,WAXAHACHIE ISD,070912,Spring 2026,10760.0,7496.0,69.66542750929368,73.14390759457493,-3.478480085281248,Elementary/middle,About expected
Sulphur Springs ISD,41820,2020-2024,Texas,71546.0,6979.0,SULPHUR SPRINGS ISD,112901,Spring 2026,3693.0,2444.0,66.1792580557812,69.7067178040376,-3.5274597482563905,Elementary/middle,About expected
Mineral Wells ISD,30950,2020-2024,Texas,61827.0,6613.0,MINERAL WELLS ISD,182903,Spring 2026,3034.0,1950.0,64.27158866183257,67.7991088744903,-3.527520212657734,Elementary/middle,About expected
San Elizario ISD,38850,2020-2024,Texas,47537.0,7821.0,SAN ELIZARIO ISD,071904,Spring 2026,2511.0,1543.0,61.449621664675426,64.99432117995065,-3.5446995152752194,Elementary/middle,About expected
Premont ISD,35760,2020-2024,Texas,47878.0,5218.0,PREMONT ISD,125905,Spring 2026,699.0,430.0,61.51645207439199,65.06125138315835,-3.5447993087663576,Elementary/middle,About expected
London ISD,27990,2020-2024,Texas,179913.0,30981.0,LONDON ISD,178906,Spring 2026,1989.0,1739.0,87.43086978381096,90.97658680992832,-3.5457170261173587,Elementary/middle,About expected
Howe ISD,23670,2020-2024,Texas,75145.0,8411.0,HOWE ISD,091905,Spring 2026,1165.0,779.0,66.86695278969957,70.41311604844965,-3.5461632587500844,Elementary/middle,About expected
Liberty Hill ISD,27420,2020-2024,Texas,144551.0,8164.0,LIBERTY HILL ISD,246908,Spring 2026,10435.0,8396.0,80.4599904168663,84.03586585441319,-3.575875437546884,Elementary/middle,About expected
Cuero ISD,15960,2020-2024,Texas,65679.0,8344.0,CUERO ISD,062901,Spring 2026,1603.0,1041.0,64.94073611977542,68.55516501160484,-3.6144288918294194,Elementary/middle,About expected
Lufkin ISD,28550,2020-2024,Texas,58102.0,4382.0,LUFKIN ISD,003903,Spring 2026,6216.0,3941.0,63.4009009009009,67.06797982185488,-3.6670789209539763,Elementary/middle,About expected
Hays CISD,10,2020-2024,Texas,101693.0,4474.0,HAYS CISD,105906,Spring 2026,22871.0,16448.0,71.91640068208649,75.62385808586313,-3.707457403776644,Elementary/middle,About expected
El Campo ISD,18280,2020-2024,Texas,70550.0,8735.0,EL CAMPO ISD,241903,Spring 2026,2869.0,1887.0,65.7720460090624,69.51122665331951,-3.739180644257118,Elementary/middle,About expected
Devine ISD,16950,2020-2024,Texas,61544.0,9548.0,DEVINE ISD,163901,Spring 2026,1864.0,1193.0,64.00214592274678,67.74356269411558,-3.7414167713688045,Elementary/middle,About expected
West Sabine ISD,45180,2020-2024,Texas,68922.0,16363.0,WEST SABINE ISD,202905,Spring 2026,596.0,390.0,65.43624161073825,69.19168890897308,-3.7554472982348273,Elementary/middle,About expected
Kilgore ISD,25620,2020-2024,Texas,69261.0,11510.0,KILGORE ISD,092902,Spring 2026,3370.0,2205.0,65.43026706231454,69.2582265596693,-3.8279594973547546,Elementary/middle,About expected
Jefferson ISD,24730,2020-2024,Texas,50046.0,3876.0,JEFFERSON ISD,155901,Spring 2026,907.0,559.0,61.63175303197354,65.48677830560496,-3.8550252736314192,Elementary/middle,About expected
Ponder ISD,35310,2020-2024,Texas,101603.0,15704.0,PONDER ISD,061906,Spring 2026,1660.0,1191.0,71.74698795180723,75.60619322284643,-3.859205271039201,Elementary/middle,About expected
Austin ISD,8940,2020-2024,Texas,92946.0,1834.0,AUSTIN ISD,227901,Spring 2026,60352.0,42264.0,70.02916224814422,73.90702967689614,-3.8778674287519266,Elementary/middle,About expected
Belton ISD,9860,2020-2024,Texas,85617.0,4383.0,BELTON ISD,014903,Spring 2026,12871.0,8824.0,68.5572216610986,72.46852099856996,-3.9112993374713625,Elementary/middle,About expected
Banquete ISD,9410,2020-2024,Texas,84896.0,23271.0,BANQUETE ISD,178913,Spring 2026,690.0,472.0,68.40579710144927,72.32700581818065,-3.9212087167313854,Elementary/middle,About expected
Schertz-Cibolo-Universal City ISD,39480,2020-2024,Texas,105726.0,3973.0,SCHERTZ-CIBOLO-U CITY ISD,094902,Spring 2026,13534.0,9809.0,72.47672528446874,76.41544022526679,-3.93871494079805,Elementary/middle,About expected
Kerens ISD,25530,2020-2024,Texas,66250.0,13388.0,KERENS ISD,175907,Spring 2026,703.0,455.0,64.7226173541963,68.66723875363299,-3.9446213994366843,Elementary/middle,About expected
Freer ISD,19820,2020-2024,Texas,73750.0,36895.0,FREER ISD,066903,Spring 2026,581.0,384.0,66.09294320137694,70.13931067169088,-4.046367470313939,Elementary/middle,About expected
Tom Bean ISD,42930,2020-2024,Texas,88299.0,41818.0,TOM BEAN ISD,091918,Spring 2026,749.0,516.0,68.89185580774367,72.99493391646746,-4.103078108723793,Elementary/middle,About expected
Blue Ridge ISD,10590,2020-2024,Texas,96875.0,27202.0,BLUE RIDGE ISD,043917,Spring 2026,1001.0,706.0,70.52947052947053,74.67819908570274,-4.148728556232214,Elementary/middle,About expected
Sabine ISD,38460,2020-2024,Texas,71563.0,13924.0,SABINE ISD,092906,Spring 2026,1492.0,978.0,65.54959785522789,69.7100545003852,-4.160456645157311,Elementary/middle,About expected
Temple ISD,42330,2020-2024,Texas,58815.0,5225.0,TEMPLE ISD,014909,Spring 2026,7853.0,4951.0,63.04596969311091,67.20792479219826,-4.1619550990873435,Elementary/middle,About expected
Sealy ISD,39630,2020-2024,Texas,70417.0,7909.0,SEALY ISD,008902,Spring 2026,2771.0,1809.0,65.28329123060267,69.48512191130595,-4.2018306807032815,Elementary/middle,About expected
Gunter ISD,21960,2020-2024,Texas,133000.0,28089.0,GUNTER ISD,091917,Spring 2026,1112.0,862.0,77.51798561151078,81.76867882434829,-4.250693212837504,Elementary/middle,About expected
Azle ISD,9200,2020-2024,Texas,91843.0,6447.0,AZLE ISD,220915,Spring 2026,6807.0,4718.0,69.31100337887469,73.69053696681375,-4.379533587939065,Elementary/middle,About expected
Wortham ISD,46470,2020-2024,Texas,59911.0,17266.0,WORTHAM ISD,081905,Spring 2026,506.0,319.0,63.04347826086957,67.42304356849044,-4.379565307620872,Elementary/middle,About expected
Marble Falls ISD,29010,2020-2024,Texas,75649.0,6586.0,MARBLE FALLS ISD,027904,Spring 2026,3732.0,2468.0,66.13076098606645,70.51203928134314,-4.381278295276687,Elementary/middle,About expected
Vernon ISD,44110,2020-2024,Texas,53486.0,7734.0,VERNON ISD,244903,Spring 2026,1612.0,995.0,61.72456575682382,66.16196862535418,-4.437402868530356,Elementary/middle,About expected
Denison ISD,16710,2020-2024,Texas,71506.0,3541.0,DENISON ISD,091903,Spring 2026,4343.0,2834.0,65.25443241998619,69.69886675380796,-4.444434333821775,Elementary/middle,About expected
Vidor ISD,44160,2020-2024,Texas,71507.0,6045.0,VIDOR ISD,181907,Spring 2026,3944.0,2571.0,65.18762677484787,69.6990630300637,-4.511436255215827,Elementary/middle,About expected
Bay City ISD,9630,2020-2024,Texas,57915.0,6358.0,BAY CITY ISD,158901,Spring 2026,3025.0,1887.0,62.3801652892562,67.0312761620313,-4.6511108727751065,Elementary/middle,About expected
Sheldon ISD,39990,2020-2024,Texas,61538.0,5730.0,SHELDON ISD,101924,Spring 2026,9443.0,5955.0,63.06258604257121,67.74238503658114,-4.6797989940099285,Elementary/middle,About expected
Whitney ISD,45720,2020-2024,Texas,54045.0,5196.0,WHITNEY ISD,109911,Spring 2026,1337.0,823.0,61.555721765145854,66.27168705231342,-4.71596528716757,Elementary/middle,About expected
Ferris ISD,19170,2020-2024,Texas,81786.0,20382.0,FERRIS ISD,070905,Spring 2026,2835.0,1898.0,66.94885361552029,71.71658666282599,-4.767733047305697,Elementary/middle,About expected
Lockhart ISD,27870,2020-2024,Texas,76224.0,5952.0,LOCKHART ISD,028902,Spring 2026,6276.0,4133.0,65.8540471637986,70.62489812839425,-4.7708509645956525,Elementary/middle,About expected
Florence ISD,19320,2020-2024,Texas,90000.0,13338.0,FLORENCE ISD,246902,Spring 2026,1075.0,736.0,68.46511627906978,73.328799827483,-4.863683548413221,Elementary/middle,About expected
Carrollton-Farmers Branch ISD,13050,2020-2024,Texas,87139.0,2698.0,CARROLLTON-FARMERS BRANCH ISD,057903,Spring 2026,20110.0,13654.0,67.89656887120834,72.76725345980785,-4.870684588599502,Elementary/middle,About expected
Pleasanton ISD,35190,2020-2024,Texas,66925.0,8049.0,PLEASANTON ISD,007905,Spring 2026,2981.0,1905.0,63.90472995639047,68.79972522625819,-4.894995269867721,Elementary/middle,About expected
Bellville ISD,9810,2020-2024,Texas,98899.0,7995.0,BELLVILLE ISD,008901,Spring 2026,2167.0,1520.0,70.14305491462852,75.07546222732263,-4.93240731269411,Elementary/middle,About expected
Crosby ISD,15750,2020-2024,Texas,91958.0,15955.0,CROSBY ISD,101906,Spring 2026,6684.0,4592.0,68.7013764213046,73.71310873622397,-5.011732314919371,Elementary/middle,Under expected
Beeville ISD,9720,2020-2024,Texas,58154.0,6184.0,BEEVILLE ISD,013901,Spring 2026,2684.0,1665.0,62.034277198211626,67.07818618715342,-5.043908988941794,Elementary/middle,Under expected
Willis ISD,45900,2020-2024,Texas,85618.0,6260.0,WILLIS ISD,170904,Spring 2026,9174.0,6185.0,67.41879223893612,72.4687172748257,-5.049925035889586,Elementary/middle,Under expected
Southwest ISD,40950,2020-2024,Texas,69907.0,4627.0,SOUTHWEST ISD,015912,Spring 2026,13173.0,8469.0,64.29059439763152,69.38502102087801,-5.094426623246491,Elementary/middle,Under expected
Snook ISD,40620,2020-2024,Texas,73819.0,16649.0,SNOOK ISD,026903,Spring 2026,529.0,344.0,65.02835538752363,70.15285373333701,-5.124498345813379,Elementary/middle,Under expected
Reagan County ISD,36570,2020-2024,Texas,57813.0,16497.0,REAGAN COUNTY ISD,192901,Spring 2026,745.0,461.0,61.87919463087248,67.01125598394572,-5.132061353073233,Elementary/middle,Under expected
Henrietta ISD,22980,2020-2024,Texas,77059.0,12210.0,HENRIETTA ISD,039902,Spring 2026,786.0,516.0,65.64885496183206,70.78878880193803,-5.139933840105968,Elementary/middle,Under expected
Palestine ISD,34050,2020-2024,Texas,58908.0,8775.0,PALESTINE ISD,001907,Spring 2026,2924.0,1815.0,62.072503419972634,67.22617848398217,-5.1536750640095335,Elementary/middle,Under expected
Maypearl ISD,29580,2020-2024,Texas,93514.0,13381.0,MAYPEARL ISD,070915,Spring 2026,1066.0,732.0,68.66791744840526,74.01851459015705,-5.350597141751791,Elementary/middle,Under expected
Northwest ISD,33180,2020-2024,Texas,127922.0,6842.0,NORTHWEST ISD,061911,Spring 2026,31360.0,23632.0,75.35714285714286,80.77198799769522,-5.414845140552359,Elementary/middle,Under expected
Texas City ISD,42510,2020-2024,Texas,62352.0,7643.0,TEXAS CITY ISD,084906,Spring 2026,6723.0,4200.0,62.472110664881754,67.90215390875436,-5.430043243872603,Elementary/middle,Under expected
Gonzales ISD,21060,2020-2024,Texas,59081.0,6510.0,GONZALES ISD,089901,Spring 2026,2277.0,1407.0,61.79183135704874,67.26013427622537,-5.4683029191766295,Elementary/middle,Under expected
Pflugerville ISD,34830,2020-2024,Texas,101238.0,4039.0,PFLUGERVILLE ISD,227904,Spring 2026,22821.0,15988.0,70.05827965470401,75.53455238950096,-5.47627273479695,Elementary/middle,Under expected
Harlandale ISD,22470,2020-2024,Texas,51927.0,3821.0,HARLANDALE ISD,015904,Spring 2026,9471.0,5716.0,60.3526554746067,65.85597394265388,-5.503318468047176,Elementary/middle,Under expected
Brenham ISD,11280,2020-2024,Texas,75639.0,6066.0,BRENHAM ISD,239901,Spring 2026,4371.0,2840.0,64.9736902310684,70.51007651878572,-5.53638628771732,Elementary/middle,Under expected
Dilley ISD,17100,2020-2024,Texas,56354.0,23533.0,DILLEY ISD,082902,Spring 2026,760.0,465.0,61.18421052631579,66.72488892681952,-5.5406784005037295,Elementary/middle,Under expected
Pampa ISD,34170,2020-2024,Texas,57351.0,6603.0,PAMPA ISD,090904,Spring 2026,2797.0,1716.0,61.351447979978545,66.92057635379335,-5.569128373814806,Elementary/middle,Under expected
Lago Vista ISD,26400,2020-2024,Texas,113058.0,14100.0,LAGO VISTA ISD,227912,Spring 2026,1688.0,1219.0,72.21563981042654,77.8545377323602,-5.638897921933662,Elementary/middle,Under expected
Dawson ISD (Hill and Navarro Counties),16380,2020-2024,Texas,64779.0,19220.0,DAWSON ISD,175904,Spring 2026,534.0,335.0,62.734082397003746,68.37851638143789,-5.644433984434144,Elementary/middle,Under expected
Abilene ISD,7440,2020-2024,Texas,58822.0,1489.0,ABILENE ISD,221901,Spring 2026,13079.0,8052.0,61.56433978132885,67.20929872598843,-5.644958944659585,Elementary/middle,Under expected
Cleburne ISD,14310,2020-2024,Texas,72354.0,7731.0,CLEBURNE ISD,126903,Spring 2026,6290.0,4039.0,64.21303656597775,69.86530901867637,-5.652272452698625,Elementary/middle,Under expected
Denton ISD,16740,2020-2024,Texas,90602.0,2853.0,DENTON ISD,061901,Spring 2026,30431.0,20622.0,67.76642239821234,73.44695813343911,-5.680535735226769,Elementary/middle,Under expected
Sweetwater ISD,42030,2020-2024,Texas,49167.0,3771.0,SWEETWATER ISD,177902,Spring 2026,1450.0,864.0,59.586206896551715,65.31425147680856,-5.728044580256849,Elementary/middle,Under expected
Celina ISD,13290,2020-2024,Texas,156852.0,19956.0,CELINA ISD,043903,Spring 2026,6204.0,5007.0,80.70599613152805,86.45026007628388,-5.744263944755829,Elementary/middle,Under expected
Henderson ISD,22970,2020-2024,Texas,69754.0,6816.0,HENDERSON ISD,201902,Spring 2026,2833.0,1800.0,63.536886692552066,69.35499075374963,-5.818104061197566,Elementary/middle,Under expected
Springtown ISD,41280,2020-2024,Texas,96729.0,10413.0,SPRINGTOWN ISD,184902,Spring 2026,4016.0,2764.0,68.82470119521913,74.64954275236454,-5.824841557145405,Elementary/middle,Under expected
South San Antonio ISD,40680,2020-2024,Texas,52309.0,3979.0,SOUTH SAN ANTONIO ISD,015908,Spring 2026,5918.0,3556.0,60.08786752281176,65.93095147234696,-5.843083949535199,Elementary/middle,Under expected
Ennis ISD,18540,2020-2024,Texas,77169.0,6319.0,ENNIS ISD,070903,Spring 2026,6041.0,3924.0,64.95613309054792,70.81037919006954,-5.8542460995216175,Elementary/middle,Under expected
Marshall ISD,29160,2020-2024,Texas,57965.0,4396.0,MARSHALL ISD,102902,Spring 2026,4184.0,2560.0,61.18546845124283,67.04108997481835,-5.855621523575515,Elementary/middle,Under expected
Hawley ISD,22800,2020-2024,Texas,90275.0,17295.0,HAWLEY ISD,127904,Spring 2026,816.0,551.0,67.52450980392157,73.38277579781179,-5.858265993890214,Elementary/middle,Under expected
Victoria ISD,44150,2020-2024,Texas,71147.0,2718.0,VICTORIA ISD,235902,Spring 2026,11173.0,7125.0,63.769802201736326,69.62840357799692,-5.858601376260594,Elementary/middle,Under expected
Post ISD,35490,2020-2024,Texas,46081.0,16095.0,POST ISD,085902,Spring 2026,571.0,336.0,58.844133099824866,64.70854295159168,-5.8644098517668155,Elementary/middle,Under expected
New Deal ISD,32430,2020-2024,Texas,88698.0,10554.0,NEW DEAL ISD,152902,Spring 2026,713.0,479.0,67.18092566619916,73.07324814250815,-5.8923224763089905,Elementary/middle,Under expected
Galveston ISD,20280,2020-2024,Texas,56708.0,3726.0,GALVESTON ISD,084902,Spring 2026,5307.0,3232.0,60.90069719238741,66.79437072135185,-5.893673528964442,Elementary/middle,Under expected
Slaton ISD,40440,2020-2024,Texas,58667.0,6723.0,SLATON ISD,152903,Spring 2026,1105.0,677.0,61.26696832579186,67.17887590634857,-5.911907580556708,Elementary/middle,Under expected
Denver City ISD,16770,2020-2024,Texas,90757.0,16248.0,DENVER CITY ISD,251901,Spring 2026,1224.0,827.0,67.56535947712419,73.47738095307898,-5.912021475954788,Elementary/middle,Under expected
Ector County ISD,18000,2020-2024,Texas,71536.0,3707.0,ECTOR COUNTY ISD,068901,Spring 2026,29644.0,18889.0,63.71947105653758,69.70475504148018,-5.985283984942605,Elementary/middle,Under expected
Rice CISD,36970,2020-2024,Texas,65000.0,7517.0,RICE CISD,045903,Spring 2026,1147.0,716.0,62.42371403661726,68.42189343395667,-5.998179397339406,Elementary/middle,Under expected
Central ISD,13500,2020-2024,Texas,82534.0,16849.0,CENTRAL ISD,003907,Spring 2026,1441.0,949.0,65.85704371963914,71.8634013021203,-6.006357582481158,Elementary/middle,Under expected
Waller ISD,44430,2020-2024,Texas,96013.0,12591.0,WALLER ISD,237904,Spring 2026,10177.0,6970.0,68.48776653237692,74.50900895325395,-6.02124242087703,Elementary/middle,Under expected
River Road ISD,37260,2020-2024,Texas,74691.0,13055.0,RIVER ROAD ISD,188902,Spring 2026,1056.0,679.0,64.29924242424242,70.32400662834321,-6.024764204100791,Elementary/middle,Under expected
Rains ISD,36360,2020-2024,Texas,66272.0,4534.0,RAINS ISD,190903,Spring 2026,1589.0,995.0,62.61799874134676,68.67155683125928,-6.053558089912521,Elementary/middle,Under expected
Arlington ISD,8700,2020-2024,Texas,71274.0,1472.0,ARLINGTON ISD,220901,Spring 2026,44188.0,28088.0,63.56476871548837,69.65333066247604,-6.088561946987667,Elementary/middle,Under expected
San Felipe-Del Rio CISD,38900,2020-2024,Texas,66104.0,5302.0,SAN FELIPE-DEL RIO CISD,233901,Spring 2026,8740.0,5465.0,62.52860411899314,68.63858242029478,-6.109978301301645,Elementary/middle,Under expected
S and S CISD,38400,2020-2024,Texas,80453.0,14477.0,S AND S CISD,091914,Spring 2026,802.0,524.0,65.33665835411472,71.45495041392316,-6.118292059808439,Elementary/middle,Under expected
White Settlement ISD,45540,2020-2024,Texas,75263.0,4798.0,WHITE SETTLEMENT ISD,220920,Spring 2026,6371.0,4093.0,64.24423167477633,70.43627664662709,-6.192044971850763,Elementary/middle,Under expected
Port Arthur ISD,35400,2020-2024,Texas,42827.0,3754.0,PORT ARTHUR ISD,123907,Spring 2026,7044.0,4071.0,57.793867120954005,64.06986001541028,-6.27599289445628,Elementary/middle,Under expected
Cotulla ISD,15400,2020-2024,Texas,54500.0,17134.0,COTULLA ISD,142901,Spring 2026,952.0,572.0,60.08403361344538,66.3609927486756,-6.276959135230221,Elementary/middle,Under expected
Callisburg ISD,12510,2020-2024,Texas,110189.0,21571.0,CALLISBURG ISD,049905,Spring 2026,1139.0,808.0,70.93942054433714,77.29142115463912,-6.352000610301985,Elementary/middle,Under expected
Liberty ISD,27450,2020-2024,Texas,49397.0,12461.0,LIBERTY ISD,146906,Spring 2026,2219.0,1308.0,58.94547093285264,65.359395015629,-6.4139240827763615,Elementary/middle,Under expected
Seminole ISD,39750,2020-2024,Texas,78443.0,9157.0,SEMINOLE ISD,083903,Spring 2026,2930.0,1894.0,64.64163822525597,71.06043513988364,-6.418796914627663,Elementary/middle,Under expected
Grand Prairie ISD,21420,2020-2024,Texas,75791.0,2581.0,GRAND PRAIRIE ISD,057910,Spring 2026,21954.0,14069.0,64.08399380522911,70.53991050965837,-6.4559167044292565,Elementary/middle,Under expected
Karnes City ISD,25140,2020-2024,Texas,61446.0,14126.0,KARNES CITY ISD,128901,Spring 2026,877.0,537.0,61.23147092360319,67.72432762105296,-6.492856697449774,Elementary/middle,Under expected
Bryan ISD,11790,2020-2024,Texas,61113.0,1838.0,BRYAN ISD,021902,Spring 2026,14254.0,8714.0,61.133716851410135,67.65896762789119,-6.525250776481052,Elementary/middle,Under expected
Tulia ISD,43320,2020-2024,Texas,35357.0,14971.0,TULIA ISD,219903,Spring 2026,712.0,399.0,56.03932584269663,62.60367638502462,-6.564350542327993,Elementary/middle,Under expected
Princeton ISD,35850,2020-2024,Texas,100333.0,5182.0,PRINCETON ISD,043911,Spring 2026,11342.0,7802.0,68.78857344383707,75.3569223780553,-6.5683489342182355,Elementary/middle,Under expected
Big Sandy ISD (Upshur and Wood Counties),10140,2020-2024,Texas,72083.0,23069.0,BIG SANDY ISD,230901,Spring 2026,616.0,389.0,63.14935064935064,69.81211815337055,-6.662767504019911,Elementary/middle,Under expected
Aldine ISD,7710,2020-2024,Texas,52455.0,1482.0,ALDINE ISD,101902,Spring 2026,46029.0,27273.0,59.25177605422668,65.95960780568515,-6.707831751458471,Elementary/middle,Under expected
Rio Hondo ISD,37170,2020-2024,Texas,54190.0,12463.0,RIO HONDO ISD,031911,Spring 2026,1199.0,714.0,59.549624687239366,66.30014710939588,-6.750522422156514,Elementary/middle,Under expected
Little Cypress-Mauriceville CISD,27690,2020-2024,Texas,78503.0,12030.0,LITTLE CYPRESS-MAURICEVILLE CISD,181908,Spring 2026,3330.0,2140.0,64.26426426426426,71.07221171522811,-6.807947450963852,Elementary/middle,Under expected
Midland ISD,30570,2020-2024,Texas,90403.0,5785.0,MIDLAND ISD,165901,Spring 2026,27583.0,18359.0,66.55911249682775,73.40789915854664,-6.84878666171889,Elementary/middle,Under expected
Ballinger ISD,9300,2020-2024,Texas,62083.0,5656.0,BALLINGER ISD,200901,Spring 2026,692.0,422.0,60.982658959537574,67.84935559596,-6.866696636422432,Elementary/middle,Under expected
Hondo ISD,23430,2020-2024,Texas,64007.0,8794.0,HONDO ISD,163904,Spring 2026,1626.0,997.0,61.31611316113161,68.2269911120058,-6.910877950874195,Elementary/middle,Under expected
Georgetown ISD,20600,2020-2024,Texas,104990.0,4395.0,GEORGETOWN ISD,246904,Spring 2026,13127.0,9099.0,69.31515197684163,76.27098090104138,-6.95582892419975,Elementary/middle,Under expected
West Oso ISD,45120,2020-2024,Texas,36735.0,12339.0,WEST OSO ISD,178915,Spring 2026,1683.0,941.0,55.91206179441473,62.87414506543579,-6.962083271021058,Elementary/middle,Under expected
Anahuac ISD,8190,2020-2024,Texas,75500.0,16880.0,ANAHUAC ISD,036901,Spring 2026,1449.0,920.0,63.49206349206349,70.48279411923772,-6.990730627174237,Elementary/middle,Under expected
Edcouch-Elsa ISD,18060,2020-2024,Texas,38770.0,8070.0,EDCOUCH-ELSA ISD,108903,Spring 2026,3436.0,1933.0,56.25727590221188,63.27356724586883,-7.0162913436569525,Elementary/middle,Under expected
Pecos-Barstow-Toyah ISD,34550,2020-2024,Texas,65023.0,11661.0,PECOS-BARSTOW-TOYAH ISD,195901,Spring 2026,2599.0,1596.0,61.40823393612928,68.42640778783871,-7.0181738517094345,Elementary/middle,Under expected
Plainview ISD,35070,2020-2024,Texas,47663.0,6076.0,PLAINVIEW ISD,095905,Spring 2026,3263.0,1890.0,57.92215752375115,65.01905198817403,-7.096894464422874,Elementary/middle,Under expected
Muleshoe ISD,31890,2020-2024,Texas,61775.0,16350.0,MULESHOE ISD,009901,Spring 2026,1183.0,717.0,60.60862214708369,67.78890250919177,-7.180280362108078,Elementary/middle,Under expected
Hardin ISD,22380,2020-2024,Texas,65701.0,19237.0,HARDIN ISD,146904,Spring 2026,1131.0,694.0,61.36162687886826,68.55948308923114,-7.197856210362879,Elementary/middle,Under expected
Goose Creek CISD,21150,2020-2024,Texas,66497.0,3398.0,GOOSE CREEK CISD,101911,Spring 2026,21830.0,13414.0,61.44754924415942,68.71571898880102,-7.268169744641597,Elementary/middle,Under expected
Navasota ISD,32190,2020-2024,Texas,68088.0,5637.0,NAVASOTA ISD,093904,Spring 2026,2705.0,1669.0,61.70055452865064,69.02799451168504,-7.327439983034395,Elementary/middle,Under expected
Center ISD,13320,2020-2024,Texas,51453.0,6111.0,CENTER ISD,210901,Spring 2026,1999.0,1166.0,58.32916458229115,65.76293899743261,-7.433774415141464,Elementary/middle,Under expected
Quinlan ISD,36240,2020-2024,Texas,68859.0,8176.0,QUINLAN ISD,116908,Spring 2026,2689.0,1660.0,61.732986240238006,69.17932350486139,-7.446337264623381,Elementary/middle,Under expected
Sherman ISD,40080,2020-2024,Texas,59463.0,6751.0,SHERMAN ISD,091906,Spring 2026,6856.0,4105.0,59.874562427071176,67.33511180591844,-7.4605493788472685,Elementary/middle,Under expected
Mercedes ISD,30250,2020-2024,Texas,37280.0,12050.0,MERCEDES ISD,108907,Spring 2026,3478.0,1930.0,55.4916618746406,62.98111562481466,-7.489453750174064,Elementary/middle,Under expected
Hempstead ISD,22920,2020-2024,Texas,61948.0,7337.0,HEMPSTEAD ISD,237902,Spring 2026,1349.0,813.0,60.266864343958495,67.82285830143496,-7.555993957476467,Elementary/middle,Under expected
Krum ISD,25980,2020-2024,Texas,123044.0,6845.0,KRUM ISD,061905,Spring 2026,2458.0,1776.0,72.25386493083808,79.81455242219036,-7.560687491352283,Elementary/middle,Under expected
Lake Dallas ISD,26430,2020-2024,Texas,105650.0,8013.0,LAKE DALLAS ISD,061912,Spring 2026,3307.0,2273.0,68.73299062594496,76.40052322983048,-7.667532603885519,Elementary/middle,Under expected
